,User,Tweet_time,Tweet,Hashtag,Retweet,Favorite,Join_time,Follower,Friend
315,amolkhamkar19,2022-09-14 16:37:49+00:00,"#iPhone14 to be priced at 65000 maybe it can be very good deal new iphone 70000 price and regular hdfc discount 5000..
@amazonIN #Biggestdealoftheyear","[{'text': 'iPhone14', 'indices': [0, 9]}, {'text': 'Biggestdealoftheyear', 'indices': [129, 150]}]",0,0,2012-05-15 03:57:59+00:00,220,55
316,Rando_Monkey,2022-09-14 16:30:59+00:00,"Well done #Android, ehm... #Apple 

#iOS16 #ios #iPhone14 #iPhone14Pro https://t.co/EGvlg6XUMQ","[{'text': 'Android', 'indices': [10, 18]}, {'text': 'Apple', 'indices': [27, 33]}, {'text': 'iOS16', 'indices': [36, 42]}, {'text': 'ios', 'indices': [43, 47]}, {'text': 'iPhone14', 'indices': [48, 57]}, {'text': 'iPhone14Pro', 'indices': [58, 70]}]",0,0,2022-08-03 09:31:48+00:00,3,74
317,techledes,2022-09-14 16:28:58+00:00,"Our reviewer @trickholland does a deep drive into the new #iPhone14 models: ""Apple's iPhone 14 Pro and Pro Max may look identical to last year's 13 Pro on the back, but don't let that fool you."" They go on sale on Friday. https://t.co/Qojilev8MV","[{'text': 'iPhone14', 'indices': [58, 67]}]",1,4,2012-02-08 19:09:16+00:00,8785,1651
318,AceLuceroTech,2022-09-14 16:28:36+00:00,You all are watching infomercials and then getting mad because you watched an infomercial. You all gotta do better than this. #apple #iPhone14 #iPhone14pro,"[{'text': 'apple', 'indices': [126, 132]}, {'text': 'iPhone14', 'indices': [133, 142]}, {'text': 'iPhone14pro', 'indices': [143, 155]}]",0,3,2017-07-24 06:01:06+00:00,874,411
319,lotte_india,2022-09-14 16:27:44+00:00,"If you want to take a pause, you know we're the '1...4 you'

#indiakapausebutton #takeapause #lotteindia #lottechocopie #iPhone14","[{'text': 'indiakapausebutton', 'indices': [61, 80]}, {'text': 'takeapause', 'indices': [81, 92]}, {'text': 'lotteindia', 'indices': [93, 104]}, {'text': 'lottechocopie', 'indices': [105, 119]}, {'text': 'iPhone14', 'indices': [120, 129]}]",0,0,2020-02-08 08:06:26+00:00,1442,1
320,TechCafeNC,2022-09-14 16:24:40+00:00,"iPhone Clean Energy Charging Feature Announced, Coming to iOS 16 This Year
#ios16 #apple #iphone14 https://t.co/wUihxJaP9x","[{'text': 'ios16', 'indices': [75, 81]}, {'text': 'apple', 'indices': [82, 88]}, {'text': 'iphone14', 'indices': [89, 98]}]",0,0,2022-08-05 04:21:24+00:00,8,28
321,TaimurAsad,2022-09-14 16:24:31+00:00,The always-on on Android is an inferior experience. Get over it. #iPhone14,"[{'text': 'iPhone14', 'indices': [65, 74]}]",0,0,2008-07-07 16:01:47+00:00,42295,1462
322,im__aj__,2022-09-14 16:23:49+00:00,I really don't understand why this is. I prebooked #iPhone on 10-Sep. Today i received a call stating you have to wait for another 4 weeks #Apple. This is totally wrong where i wait for 4 weeks and the rest of the people who didn't prebook will be using the phone. #iPhone14,"[{'text': 'iPhone', 'indices': [51, 58]}, {'text': 'Apple', 'indices': [139, 145]}, {'text': 'iPhone14', 'indices': [265, 274]}]",0,0,2011-07-16 08:35:52+00:00,23,64
323,karbonoffsets,2022-09-14 16:22:35+00:00,Clean Energy Charging feature only available in the US. The feature will optimize charging times for when the grid is using cleaner energy sources. #Apple #iPhone14 #NetZero #ESG #Climate,"[{'text': 'Apple', 'indices': [148, 154]}, {'text': 'iPhone14', 'indices': [155, 164]}, {'text': 'NetZero', 'indices': [165, 173]}, {'text': 'ESG', 'indices': [174, 178]}, {'text': 'Climate', 'indices': [179, 187]}]",0,0,2021-08-05 03:49:11+00:00,805,256
324,KMKazie,2022-09-14 16:21:47+00:00,"""iPhone 14 reviews: Spend more on the Pro, or less on the 13""
- Right. There isn't a reason to get an #iPhone14. Get a refurbished #iPhone13. There should be plenty out there.
https://t.co/iNTjhnE2nb","[{'text': 'iPhone14', 'indices': [102, 111]}, {'text': 'iPhone13', 'indices': [131, 140]}]",0,0,2009-05-09 18:29:32+00:00,43,144
325,ezbreezyMMA,2022-09-14 16:20:09+00:00,Not that this will make a difference but the iMessage audio record button should go back in the text box. Not below as a selection. It is used as a frequent way of communicating with a simple press and go. #Apple #AppleEvent2022 #iPhone #iPhone14 #Macbook,"[{'text': 'Apple', 'indices': [206, 212]}, {'text': 'AppleEvent2022', 'indices': [213, 228]}, {'text': 'iPhone', 'indices': [229, 236]}, {'text': 'iPhone14', 'indices': [237, 246]}, {'text': 'Macbook', 'indices': [247, 255]}]",0,0,2022-03-29 00:24:47+00:00,134,817
326,ROKFORM,2022-09-14 16:20:06+00:00,"Did you order the new iPhone 14? Here's what to look for when choosing a protective case.
👉 https://t.co/EwUwpQ6rxn

#iphone14 #iphone14case #ruggediphone14case #iphone14accessories #newiphone #iphone2022 https://t.co/SSQVglSrev","[{'text': 'iphone14', 'indices': [117, 126]}, {'text': 'iphone14case', 'indices': [127, 140]}, {'text': 'ruggediphone14case', 'indices': [141, 160]}, {'text': 'iphone14accessories', 'indices': [161, 181]}, {'text': 'newiphone', 'indices': [182, 192]}, {'text': 'iphone2022', 'indices': [193, 204]}]",0,2,2010-12-16 23:02:25+00:00,5746,2452
327,Crasher7,2022-09-14 16:19:22+00:00,"Most reviewers’ verdict on iPhone 14 series, either get an iPhone 13 series or iPhone 14 Pro

#iPhone14 #iphone14pro #Apple","[{'text': 'iPhone14', 'indices': [94, 103]}, {'text': 'iphone14pro', 'indices': [104, 116]}, {'text': 'Apple', 'indices': [117, 123]}]",0,0,2009-06-07 13:34:12+00:00,170,239
328,tamim_aungan,2022-09-14 16:18:14+00:00,"Generations Ahead 🔥 
iPhone 14 Pro Max vs Samsung S22 Ultra CAMERA TEST! https://t.co/ewUemR7aQc via @YouTube
@MKBHD @GyanTherapy @TechWiser 
@Samsung_par0dy @Apple #iPhone14 #iPhone","[{'text': 'iPhone14', 'indices': [165, 174]}, {'text': 'iPhone', 'indices': [175, 182]}]",0,0,2022-07-25 13:48:28+00:00,2,13
329,Sriniva51780393,2022-09-14 16:17:16+00:00,"#iPhone14 All steps done i found my child's cute photo and a video of him dancing #nothingchangedaftertransfer
#iPhone14 
#mobiletrans
#Wondershare","[{'text': 'iPhone14', 'indices': [0, 9]}, {'text': 'nothingchangedaftertransfer', 'indices': [82, 110]}, {'text': 'iPhone14', 'indices': [111, 120]}, {'text': 'mobiletrans', 'indices': [122, 134]}, {'text': 'Wondershare', 'indices': [135, 147]}]",0,0,2018-07-17 04:46:22+00:00,0,89
330,Sriniva51780393,2022-09-14 16:16:57+00:00,"#Wondershare All steps done i found my child's cute photo and a video of him dancing #nothingchangedaftertransfer
#iPhone14 
#mobiletrans
#Wondershare","[{'text': 'Wondershare', 'indices': [0, 12]}, {'text': 'nothingchangedaftertransfer', 'indices': [85, 113]}, {'text': 'iPhone14', 'indices': [114, 123]}, {'text': 'mobiletrans', 'indices': [125, 137]}, {'text': 'Wondershare', 'indices': [138, 150]}]",0,0,2018-07-17 04:46:22+00:00,0,89
331,Sriniva51780393,2022-09-14 16:16:33+00:00,"#mobiletrans All steps done i found my child's cute photo and a video of him dancing #nothingchangedaftertransfer
#iPhone14 
#mobiletrans
#Wondershare","[{'text': 'mobiletrans', 'indices': [0, 12]}, {'text': 'nothingchangedaftertransfer', 'indices': [85, 113]}, {'text': 'iPhone14', 'indices': [114, 123]}, {'text': 'mobiletrans', 'indices': [125, 137]}, {'text': 'Wondershare', 'indices': [138, 150]}]",0,0,2018-07-17 04:46:22+00:00,0,89
332,biztocnews,2022-09-14 16:16:03+00:00,Analyst Take On Apple's IPhone 14 Lineup #iphone14 #senioranalyst #applewatch #anshelsag #fintwit https://t.co/IMahjFFTk9,"[{'text': 'iphone14', 'indices': [41, 50]}, {'text': 'senioranalyst', 'indices': [51, 65]}, {'text': 'applewatch', 'indices': [66, 77]}, {'text': 'anshelsag', 'indices': [78, 88]}, {'text': 'fintwit', 'indices': [89, 97]}]",0,0,2009-11-01 13:19:56+00:00,109,2
333,Sriniva51780393,2022-09-14 16:16:01+00:00,"All steps done i found my child's cute photo and a video of him dancing #nothingchangedaftertransfer
#iPhone14 
#mobiletrans
#Wondershare","[{'text': 'nothingchangedaftertransfer', 'indices': [72, 100]}, {'text': 'iPhone14', 'indices': [101, 110]}, {'text': 'mobiletrans', 'indices': [112, 124]}, {'text': 'Wondershare', 'indices': [125, 137]}]",0,0,2018-07-17 04:46:22+00:00,0,89
334,Rokibul60100130,2022-09-14 16:15:19+00:00,"Hay ! Do you want to create your cute image into cartoon portrait ? Just visit here https://t.co/hLB8QcBK4g
#jennie #Lisa #Pakistan #iPhone14 #Brahmastra #Xbox #WorldCup2022 #meditation #ChengYi #RahulVaidya #Jesus #Australia #Italy #XiaoZhan #PlayToEarn https://t.co/0WrAgrDCY6 https://t.co/WWItAPaYyI","[{'text': 'jennie', 'indices': [108, 115]}, {'text': 'Lisa', 'indices': [116, 121]}, {'text': 'Pakistan', 'indices': [122, 131]}, {'text': 'iPhone14', 'indices': [132, 141]}, {'text': 'Brahmastra', 'indices': [142, 153]}, {'text': 'Xbox', 'indices': [154, 159]}, {'text': 'WorldCup2022', 'indices': [160, 173]}, {'text': 'meditation', 'indices': [174, 185]}, {'text': 'ChengYi', 'indices': [186, 194]}, {'text': 'RahulVaidya', 'indices': [195, 207]}, {'text': 'Jesus', 'indices': [208, 214]}, {'text': 'Australia', 'indices': [215, 225]}, {'text': 'Italy', 'indices': [226, 232]}, {'text': 'XiaoZhan', 'indices': [233, 242]}, {'text': 'PlayToEarn', 'indices': [243, 254]}]",0,0,2017-10-19 00:42:38+00:00,617,4960
335,jp_whitestone,2022-09-14 16:15:06+00:00,"Save your money, Protect #iPhone14 💊 #iPhone14 #AppleEvent https://t.co/cQwdOFC1nn","[{'text': 'iPhone14', 'indices': [25, 34]}, {'text': 'iPhone14', 'indices': [37, 46]}, {'text': 'AppleEvent', 'indices': [47, 58]}]",0,0,2019-01-23 23:47:17+00:00,197,1988
336,techjunkiejh,2022-09-14 16:15:03+00:00,"#iPhone14, 14 Pro and 14 Pro Max Review: Testing Apple's Latest on a Dynamic Island | WSJ https://t.co/oPnnuWwExT  #BigTech  #MoviesTvTj (video) #Mobile #TechJunkieInvest #TechJunkieNews https://t.co/vt1fmSAmNM","[{'text': 'iPhone14', 'indices': [0, 9]}, {'text': 'BigTech', 'indices': [115, 123]}, {'text': 'MoviesTvTj', 'indices': [125, 136]}, {'text': 'Mobile', 'indices': [145, 152]}, {'text': 'TechJunkieInvest', 'indices': [153, 170]}, {'text': 'TechJunkieNews', 'indices': [171, 186]}]",0,0,2015-02-27 00:58:22+00:00,28367,21408
337,MichaelMidnight,2022-09-14 16:14:48+00:00,"Happy new #iPhone14 , new #GoPro11, new #OsmoAction3, soon to come (but not really) video games Wednesday https://t.co/cJUGGDSInn","[{'text': 'iPhone14', 'indices': [10, 19]}, {'text': 'GoPro11', 'indices': [26, 34]}, {'text': 'OsmoAction3', 'indices': [40, 52]}]",0,1,2007-11-17 07:29:33+00:00,1904,369
338,karbonoffsets,2022-09-14 16:13:10+00:00,"Climate Action News - North America 

Apple launches ‘Clean Energy Charging’ on iOS 16 aims to decrease the carbon footprint of the iPhone.

MORE REASON TO UPGRADE YOUR IPHONE…MAYBE!

https://t.co/MqgjWjvhsh

#NetZero #ESG #ClimateAction #Iphone14 https://t.co/U5CqWaRDJ5 https://t.co/g5qtLyjK16","[{'text': 'NetZero', 'indices': [209, 217]}, {'text': 'ESG', 'indices': [218, 222]}, {'text': 'ClimateAction', 'indices': [223, 237]}, {'text': 'Iphone14', 'indices': [238, 247]}]",1,0,2021-08-05 03:49:11+00:00,805,256
339,svztechinfo,2022-09-14 16:09:51+00:00,"#iPhone14 are launched in India Here are its Full specifications, Prices and many more

https://t.co/HLwjVYlt59","[{'text': 'iPhone14', 'indices': [0, 9]}]",0,0,2021-01-04 14:35:00+00:00,352,13
340,Sriniva51780393,2022-09-14 16:09:39+00:00,"@WS_MobileTrans All steps done
I found my child's cute photo and cute dancing video of him 
#nothingchangedaftertransfer
#mobiletrans
#Wondershare 
#iPhone14","[{'text': 'nothingchangedaftertransfer', 'indices': [92, 120]}, {'text': 'mobiletrans', 'indices': [121, 133]}, {'text': 'Wondershare', 'indices': [134, 146]}, {'text': 'iPhone14', 'indices': [148, 157]}]",0,0,2018-07-17 04:46:22+00:00,0,89
341,DESIblitz,2022-09-14 16:05:00+00:00,"Apple unveiled its brand new iPhones at its ‘Far Out’ event but reserved its biggest changes for its iPhone 14 Pro and Pro Max models.

https://t.co/02G0j4zhpY

#Apple #iPhone14 #iPhone14Series #Smartphone #Technology","[{'text': 'Apple', 'indices': [161, 167]}, {'text': 'iPhone14', 'indices': [168, 177]}, {'text': 'iPhone14Series', 'indices': [178, 193]}, {'text': 'Smartphone', 'indices': [194, 205]}, {'text': 'Technology', 'indices': [206, 217]}]",0,0,2008-04-20 21:25:49+00:00,6667,479
342,im_abhii_23,2022-09-14 16:04:27+00:00,"Apple be like : huhhh tough year at work 😩😩😩
#Memes #iPhone14 https://t.co/0PDSHDJbEd","[{'text': 'Memes', 'indices': [45, 51]}, {'text': 'iPhone14', 'indices': [52, 61]}]",0,0,2020-04-27 18:27:55+00:00,86,277
343,ManjunathMadda1,2022-09-14 16:02:29+00:00,"Attention to details. The way @MKBHD is describing #dynamicisland is brilliant👏. (I'm not talking about attracting fingerprints.)😅
#iPhone14 #mkbhd https://t.co/Zj2TcEDZik","[{'text': 'dynamicisland', 'indices': [51, 65]}, {'text': 'iPhone14', 'indices': [131, 140]}, {'text': 'mkbhd', 'indices': [141, 147]}]",0,0,2019-09-12 15:30:14+00:00,24,106
344,RxKathiresh,2022-09-14 16:02:10+00:00,"@WS_MobileTrans 1.all step done
2.tag @a_maidheen @ArulPrabhakara4 
3. I am surprised form my 1st birthday photo form  old phone I take form my dad eh moblie I am so surprised 🙀 its most wonderful moment in life 
#nothingchangedaftertransfer and #moblietrans #wondershare #iPhone14","[{'text': 'nothingchangedaftertransfer', 'indices': [213, 241]}, {'text': 'moblietrans', 'indices': [246, 258]}, {'text': 'wondershare', 'indices': [259, 271]}, {'text': 'iPhone14', 'indices': [272, 281]}]",0,0,2021-09-13 12:40:38+00:00,1,4
345,wemzydcomedian_,2022-09-14 16:00:11+00:00,"Who else noticed that this IOS 16 
Does not allow someone to do transfers? 
And me now I have updated mine 🥺

#ios16lockscreen #iOS16 #ios16wallpaper #iPhone14 #iPhone14Pro","[{'text': 'ios16lockscreen', 'indices': [110, 126]}, {'text': 'iOS16', 'indices': [127, 133]}, {'text': 'ios16wallpaper', 'indices': [134, 149]}, {'text': 'iPhone14', 'indices': [150, 159]}, {'text': 'iPhone14Pro', 'indices': [160, 172]}]",0,1,2022-09-02 23:16:31+00:00,5,93
346,tuxoche,2022-09-14 16:00:02+00:00,"Last week review 36-2022 with Enhance function in Lightroom Classic, Apple event and news about FilmicPro
#petermarbaise #tuxoche #lightroomclassic #iphone14 #appleevent #filmicpro
https://t.co/G2UG99uXYz https://t.co/m1YP1KQPLL","[{'text': 'petermarbaise', 'indices': [106, 120]}, {'text': 'tuxoche', 'indices': [121, 129]}, {'text': 'lightroomclassic', 'indices': [130, 147]}, {'text': 'iphone14', 'indices': [148, 157]}, {'text': 'appleevent', 'indices': [158, 169]}, {'text': 'filmicpro', 'indices': [170, 180]}]",0,0,2014-02-08 22:37:23+00:00,235,211
347,eversobling,2022-09-14 15:59:58+00:00,Black Cross Bling Swarovski Crystal iPhone 14 Case iPhone 14 Pro and iPhone 14 Pro MAX Case #iPhone14 #iPhone14case #blingbling-&gt; https://t.co/rFl991LuRI https://t.co/qqYcZTLFdV,"[{'text': 'iPhone14', 'indices': [92, 101]}, {'text': 'iPhone14case', 'indices': [102, 115]}, {'text': 'blingbling', 'indices': [116, 127]}]",0,0,2012-09-26 19:03:34+00:00,601,1255
348,Vitanynany,2022-09-14 15:59:18+00:00,"@JonFreier @TMobile I would love one for myself. I can't afford one right now, I have been trying to help my grandpa with his cancer meds. #iPhone14 #AppleWatch #MotherOf5","[{'text': 'iPhone14', 'indices': [139, 148]}, {'text': 'AppleWatch', 'indices': [149, 160]}, {'text': 'MotherOf5', 'indices': [161, 171]}]",0,0,2016-12-17 02:21:09+00:00,273,1028
349,sgmobmart,2022-09-14 15:56:38+00:00,"sell/buy/repair iPhones best price SG @ https://t.co/TuXIikTiLC

#sgBuyBack #sgFoneFix #sgiPad #iPhone14 #iPhone14plus #iPhone14Pro #iPhone14ProMax #mobileio #cryptomobile #mobilemart #mobilefix #mobileDAO https://t.co/v59t5TSuyD","[{'text': 'sgBuyBack', 'indices': [65, 75]}, {'text': 'sgFoneFix', 'indices': [76, 86]}, {'text': 'sgiPad', 'indices': [87, 94]}, {'text': 'iPhone14', 'indices': [95, 104]}, {'text': 'iPhone14plus', 'indices': [105, 118]}, {'text': 'iPhone14Pro', 'indices': [119, 131]}, {'text': 'iPhone14ProMax', 'indices': [132, 147]}, {'text': 'mobileio', 'indices': [148, 157]}, {'text': 'cryptomobile', 'indices': [158, 171]}, {'text': 'mobilemart', 'indices': [172, 183]}, {'text': 'mobilefix', 'indices': [184, 194]}, {'text': 'mobileDAO', 'indices': [195, 205]}]",0,0,2009-05-20 03:28:52+00:00,38,0
350,techsnipz,2022-09-14 15:56:05+00:00,"Apple iPhone 14 review: meet the iPhone 13S
https://t.co/I1c0RXImJ3

#TechnologyNews #iPhone14 #Apple #Twitter","[{'text': 'TechnologyNews', 'indices': [69, 84]}, {'text': 'iPhone14', 'indices': [85, 94]}, {'text': 'Apple', 'indices': [95, 101]}, {'text': 'Twitter', 'indices': [102, 110]}]",0,1,2022-07-17 17:09:52+00:00,0,16
351,Lavkush777y,2022-09-14 15:54:36+00:00,"@playfuldroid @stufflistings #ASUSZenfone9 is also Good , but I pick new
#iPhone14  😍","[{'text': 'ASUSZenfone9', 'indices': [29, 42]}, {'text': 'iPhone14', 'indices': [73, 82]}]",0,0,2022-03-10 14:24:30+00:00,14,208
352,leek_jok_deel,2022-09-14 15:53:41+00:00,"Twitter should add a new feature like
Twitter for iPhone 8, Twitter for iPhone 7 and Twitter for iPhone 6 😂😂

#iOS16 #iPhone14 #Trends #meme #SSOT","[{'text': 'iOS16', 'indices': [110, 116]}, {'text': 'iPhone14', 'indices': [117, 126]}, {'text': 'Trends', 'indices': [127, 134]}, {'text': 'meme', 'indices': [135, 140]}, {'text': 'SSOT', 'indices': [141, 146]}]",2,4,2019-08-19 02:50:33+00:00,114,163
353,Engineeroast,2022-09-14 15:51:42+00:00,"The satellite connectivity and crash detection feature of #iPhone14 makes the phone worth it. I mean nothing is costlier than your life, so selling your soul should be okay.","[{'text': 'iPhone14', 'indices': [58, 67]}]",0,2,2010-04-06 03:39:27+00:00,1184,464
354,Sathish98536267,2022-09-14 15:51:12+00:00,"@WS_MobileTrans This is my college last day pic..🥺😢😢... missing those days..❤️
Thanks to recall thzz pic🥺#WS_MobileTrans❤️
#nothingchangedaftertransfer
#iPhone14 #Wondershare #mobiletrans https://t.co/zWFD5KOVWN","[{'text': 'WS_MobileTrans', 'indices': [105, 120]}, {'text': 'nothingchangedaftertransfer', 'indices': [123, 151]}, {'text': 'iPhone14', 'indices': [152, 161]}, {'text': 'Wondershare', 'indices': [162, 174]}, {'text': 'mobiletrans', 'indices': [175, 187]}]",0,1,2022-06-02 16:33:01+00:00,0,5
355,V_Deepak_V,2022-09-14 15:50:06+00:00,"@WS_MobileTrans Wow😻😻 real memory after long day's I seeing 😊
My 10+yrs back taken still
🤩Bring Back Memories 😍

1️⃣ Done
2️⃣ @Professorbroman
@EladRatson
3️⃣ #nothingchangedaftertransfer and #mobiletrans
 #Wondershare #iPhone14 https://t.co/4wsGBgxmsq","[{'text': 'nothingchangedaftertransfer', 'indices': [159, 187]}, {'text': 'mobiletrans', 'indices': [192, 204]}, {'text': 'Wondershare', 'indices': [206, 218]}, {'text': 'iPhone14', 'indices': [219, 228]}]",0,1,2019-11-30 09:02:38+00:00,14,291
356,TechFeed10,2022-09-14 15:50:03+00:00,"Our iPhone 14 Video Review video – CNET
https://t.co/DlAY0a5Lgy

#Techbase #TechbaseNigeria #TechbaseNG #techfeedng @techbase_ng #iPhone14 https://t.co/LZGDyimKXL","[{'text': 'Techbase', 'indices': [65, 74]}, {'text': 'TechbaseNigeria', 'indices': [75, 91]}, {'text': 'TechbaseNG', 'indices': [92, 103]}, {'text': 'techfeedng', 'indices': [104, 115]}, {'text': 'iPhone14', 'indices': [129, 138]}]",0,0,2022-05-17 04:04:35+00:00,23,59
357,geoffreyfowler,2022-09-14 15:49:52+00:00,"Could you spot the difference between photos taken on an iPhone 14 and an iPhone 11?

Or even on an iPhone 7?

Check out our @washingtonpost review of the #iPhone14 for great comparisons by @chrisvelazco, &amp; some honest advice about what to do with your $$: https://t.co/l9gmRBcDG2 https://t.co/OO1bGKSvGy","[{'text': 'iPhone14', 'indices': [155, 164]}]",28,96,2009-03-07 00:57:36+00:00,49754,7305
358,JonFreier,2022-09-14 15:48:38+00:00,First look at your @TMobile #iPhone14 and #AppleWatch pre-orders… 😍 Our teams are working to get these shipped out ASAP! https://t.co/mSiaM2BBeV,"[{'text': 'iPhone14', 'indices': [28, 37]}, {'text': 'AppleWatch', 'indices': [42, 53]}]",46,368,2013-12-07 02:43:29+00:00,75942,191
359,Surya_411,2022-09-14 15:47:42+00:00,@WS_MobileTrans This is my first photo of my phone #nothingchangedaftertransfer and #mobiletrans #wondershare #iPhone14 https://t.co/Ht8xLGkZn3,"[{'text': 'nothingchangedaftertransfer', 'indices': [51, 79]}, {'text': 'mobiletrans', 'indices': [84, 96]}, {'text': 'wondershare', 'indices': [97, 109]}, {'text': 'iPhone14', 'indices': [110, 119]}]",0,0,2022-09-14 15:38:22+00:00,0,2
360,kathir_rc,2022-09-14 15:47:25+00:00,"@WS_MobileTrans He is my uncle,my mother's elder brother.He died 7 years ago. A few months ago I got this photo while sharing data from my old phone to my new phone. I very much surprised. @kathir_rc @TechBossIndia 
#nothingchangedaftertransfer #mobiletrans #Wondershare #iPhone14 https://t.co/AzK8Ci1Xyw","[{'text': 'nothingchangedaftertransfer', 'indices': [216, 244]}, {'text': 'mobiletrans', 'indices': [245, 257]}, {'text': 'Wondershare', 'indices': [258, 270]}, {'text': 'iPhone14', 'indices': [271, 280]}]",0,0,2022-06-21 03:11:36+00:00,0,2
361,Mudgal100,2022-09-14 15:43:37+00:00,"iphone 13 price in FBBD sale will be Rs 49,990
Would you still upgrade to iPhone 14(non pro models)?
#FlipkartBigBillionDays #iPhone14","[{'text': 'FlipkartBigBillionDays', 'indices': [101, 124]}, {'text': 'iPhone14', 'indices': [125, 134]}]",0,2,2020-06-22 12:06:32+00:00,10,20
362,AppleDoppler,2022-09-14 15:43:26+00:00,The @verge iPhone 14 reviews are about as bad as their new website. #iPhone14Pro #iPhone14,"[{'text': 'iPhone14Pro', 'indices': [68, 80]}, {'text': 'iPhone14', 'indices': [81, 90]}]",0,1,2022-08-14 09:29:11+00:00,19,93
363,bloombure,2022-09-14 15:42:57+00:00,I’ve been waiting for this “add stop” for a long time #iOS16 #AppleEvent2022 #iPhone14 #iPhone14Pro https://t.co/s2KE4hPdrB,"[{'text': 'iOS16', 'indices': [54, 60]}, {'text': 'AppleEvent2022', 'indices': [61, 76]}, {'text': 'iPhone14', 'indices': [77, 86]}, {'text': 'iPhone14Pro', 'indices': [87, 99]}]",0,1,2021-12-29 21:37:20+00:00,1489,1854
364,glefand,2022-09-14 15:41:15+00:00,"#Apple #APPLEA16BIONIC #IPHONE14 
compilation of @geekbench 1st infos https://t.co/PyNtCHnRdY","[{'text': 'Apple', 'indices': [0, 6]}, {'text': 'APPLEA16BIONIC', 'indices': [7, 22]}, {'text': 'IPHONE14', 'indices': [23, 32]}]",0,1,2010-01-14 09:56:14+00:00,92,664
365,Kana1Thangamani,2022-09-14 15:38:52+00:00,"@WS_MobileTrans #nothingchangeaftertransfer #mobiletrans
#Wondershare 
#iPhone14 
This is the pic taken from my childhood with my lovely dad and wondershare is helped me to transfer this pic from my phone to  phone https://t.co/1kR0dki7EZ","[{'text': 'nothingchangeaftertransfer', 'indices': [16, 43]}, {'text': 'mobiletrans', 'indices': [44, 56]}, {'text': 'Wondershare', 'indices': [57, 69]}, {'text': 'iPhone14', 'indices': [71, 80]}]",0,1,2022-09-14 05:36:24+00:00,1,7
366,TechFeed10,2022-09-14 15:35:56+00:00,"Apple’s iPhone 14 Steps Up the Camera, Keeps Familiar Design – CNET
https://t.co/aB0Fj3hjsh

#Techbase #TechbaseNigeria #TechbaseNG #techfeedng @techbase_ng #apple #iphone14 #camera https://t.co/INqGceSrug","[{'text': 'Techbase', 'indices': [93, 102]}, {'text': 'TechbaseNigeria', 'indices': [103, 119]}, {'text': 'TechbaseNG', 'indices': [120, 131]}, {'text': 'techfeedng', 'indices': [132, 143]}, {'text': 'apple', 'indices': [157, 163]}, {'text': 'iphone14', 'indices': [164, 173]}, {'text': 'camera', 'indices': [174, 181]}]",0,0,2022-05-17 04:04:35+00:00,23,59
367,UltraFlashCode,2022-09-14 15:34:20+00:00,"America's Got Talons:  All About the Bald Eagle Talentine
https://t.co/1k3evVolfg
#AGT #iPhone14 #bronxzoo #BreakTheCode #ValentinesDay 
#wednesdaythought #birds #Eagles https://t.co/Xha1fdWzNm https://t.co/xZvbZ9kSaQ","[{'text': 'AGT', 'indices': [82, 86]}, {'text': 'iPhone14', 'indices': [87, 96]}, {'text': 'bronxzoo', 'indices': [97, 106]}, {'text': 'BreakTheCode', 'indices': [107, 120]}, {'text': 'ValentinesDay', 'indices': [121, 135]}, {'text': 'wednesdaythought', 'indices': [137, 154]}, {'text': 'birds', 'indices': [155, 161]}, {'text': 'Eagles', 'indices': [162, 169]}]",0,0,2010-10-25 03:36:31+00:00,1000,2812
368,TTT_Tweets_,2022-09-14 15:33:29+00:00,"iPhone 14 Series Hands On 🍎🤌🏻.

#iPhone14 | #Apple | #TTTFamily https://t.co/xiHjsSY76G","[{'text': 'iPhone14', 'indices': [32, 41]}, {'text': 'Apple', 'indices': [44, 50]}, {'text': 'TTTFamily', 'indices': [53, 63]}]",0,0,2022-01-08 15:46:35+00:00,4,3
369,Abhi_Nav_07,2022-09-14 15:33:28+00:00,"This is unexpected!!
#iPhone14ProMax #iPhone14Pro #AppleEvent #iPhone14 https://t.co/sHGZMsGIVs","[{'text': 'iPhone14ProMax', 'indices': [21, 36]}, {'text': 'iPhone14Pro', 'indices': [37, 49]}, {'text': 'AppleEvent', 'indices': [50, 61]}, {'text': 'iPhone14', 'indices': [62, 71]}]",1,2,2020-03-21 03:15:46+00:00,34,223
370,naveenkpoluru,2022-09-14 15:33:16+00:00,"I am the most unluckiest guy here in the world I think just bought an iphone 12 from @amazonIN and @Flipkart revealed iphone 13 for ₹49990/-.

#iphone13 #FlipkartBigBillionDays #iphone12 #iOS16 #Apple #iPhone14","[{'text': 'iphone13', 'indices': [143, 152]}, {'text': 'FlipkartBigBillionDays', 'indices': [153, 176]}, {'text': 'iphone12', 'indices': [177, 186]}, {'text': 'iOS16', 'indices': [187, 193]}, {'text': 'Apple', 'indices': [194, 200]}, {'text': 'iPhone14', 'indices': [201, 210]}]",0,3,2016-01-07 23:43:15+00:00,11669,71
371,DrBEingUnique,2022-09-14 15:33:09+00:00,"Just unsubscribe the youtuber whoever defends 60 Hz in iPhone 14 and iphone 14 plus
#YouTuber #techreview #iPhone14","[{'text': 'YouTuber', 'indices': [84, 93]}, {'text': 'techreview', 'indices': [94, 105]}, {'text': 'iPhone14', 'indices': [106, 115]}]",0,1,2018-12-24 08:36:31+00:00,17,36
