,User,DateTime,Tweet,retweet,iphone,iphonepro
8125,DaniellaKampala,2022-09-12 00:36:41+00:00,rt much hate iphone 14 twitter love people criticize something ’ apple iphone14,True,True,False
8126,superut2,2022-09-12 00:36:21+00:00,rt much hate iphone 14 twitter love people criticize something ’ apple iphone14,True,True,False
8127,FosterHan,2022-09-12 00:35:25+00:00,rt much hate iphone 14 twitter love people criticize something ’ apple iphone14,True,True,False
8128,Rokibul60100130,2022-09-12 00:35:16+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8129,whitestonedome,2022-09-12 00:35:01+00:00,save money protect iphone14 💊 iphone14 appleevent,False,True,False
8130,_sachin_goyal,2022-09-12 00:34:04+00:00,rt heres apples apples comparison 🍎 putting money 😎 finance iphone14 ios ipone14promax…,True,True,False
8131,Rokibul60100130,2022-09-12 00:33:39+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8132,Olivia_Speed_,2022-09-12 00:32:49+00:00,rt much hate iphone 14 twitter love people criticize something ’ apple iphone14,True,True,False
8133,Rokibul60100130,2022-09-12 00:32:29+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8134,ahzathelucky,2022-09-12 00:32:12+00:00,rt giveaway 1020iphone14 72hours retweet must following,True,True,False
8135,taylenasupreme,2022-09-12 00:32:06+00:00,rt much hate iphone 14 twitter love people criticize something ’ apple iphone14,True,True,False
8136,GeroldDayne2,2022-09-12 00:32:03+00:00,rt much hate iphone 14 twitter love people criticize something ’ apple iphone14,True,True,False
8137,Rokibul60100130,2022-09-12 00:31:46+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8138,AIIThingsApple,2022-09-12 00:31:00+00:00,much hate iphone 14 twitter love people criticize something ’ apple iphone14,False,True,False
8139,Rokibul60100130,2022-09-12 00:30:23+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8140,WhitestoneEU,2022-09-12 00:26:01+00:00,save money protect iphone14 💊 iphone14 appleevent,False,True,False
8143,MustangRon3,2022-09-12 00:24:14+00:00,iphone 14 battery capacities four models revealed ahead launch iphone14 mobiography,False,True,False
8144,canozlu4,2022-09-12 00:22:30+00:00,rt turkey takes top spot expensive iphones world iphone14 minimum price 1700 bnetech smartphones te…,True,True,False
8145,66_hasse_66,2022-09-12 00:17:58+00:00,let sun islam shine heart iphone14,False,True,False
8146,david76382546,2022-09-12 00:16:56+00:00,apples iphone14 aimed market iphone se targets heres compares thirdgeneration iphonese,False,True,False
8147,whitestonedome,2022-09-12 00:14:02+00:00,whitestone dome glass screen protector iphone 14 pro 61 amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
8149,3mMmS_Club,2022-09-12 00:09:50+00:00,rt heres apples apples comparison 🍎 putting money 😎 finance iphone14 ios ipone14promax…,True,True,False
8152,HoCoCoder,2022-09-12 00:07:48+00:00,rt dynamic island wallpapers gon na fun mean got ta start star trek right 🧵 iphone14 dynamicis…,True,True,False
8153,AnoNyme38373961,2022-09-12 00:05:44+00:00,help iphone14,False,True,False
8154,lissylue_97,2022-09-12 00:03:16+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8155,jp_whitestone,2022-09-12 00:00:16+00:00,whitestone dome glass screen protector iphone 14 61 amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
8156,Bigtech_com_ng,2022-09-11 23:55:45+00:00,step step guide set esim iphone xr xs 11 12 13 apple iphone14 iphone14promax iphone14promax bigtechcomng starrnerd morichgan sims tech techhouse,False,True,False
8157,UiuxVroo,2022-09-11 23:53:44+00:00,rt turning galaxy note 10 iphone 14 using figma dynamicisland figma uiuxdesign iphone14 design ux ios16 u…,True,True,False
8159,AmreekS60444319,2022-09-11 23:48:30+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
8160,Johnny_Krill,2022-09-11 23:47:20+00:00,’ ok iphone esim ok apple taking away features iphone14,False,True,False
8163,IMAMSA17,2022-09-11 23:40:35+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
8164,DomenicRavita,2022-09-11 23:38:43+00:00,’ inspirational quickly innovating justreleased features innovation speed productdesign fiverr apple iphone14,False,True,False
8165,SalifuBaba15,2022-09-11 23:37:35+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8166,brightlila,2022-09-11 23:33:13+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8167,chrisishiguzo,2022-09-11 23:32:34+00:00,seen tesla iphone14,False,True,False
8168,VarnilaSeah,2022-09-11 23:30:00+00:00,citibank flash deal new apple iphone 14 apply finance creditcards iphone14,False,True,False
8169,WhitestoneEU,2022-09-11 23:26:02+00:00,save money protect iphone14 💊 iphone14 appleevent,False,True,False
8170,Alihassanbilaw3,2022-09-11 23:25:32+00:00,turning galaxy note 10 iphone 14 using figma dynamicisland figma uiuxdesign iphone14 design ux ios16 uiux trending usa productdesign,False,True,False
8171,otcer_ph,2022-09-11 23:24:12+00:00,internal design allows better thermal performance a15 chip offers 6core cpu 5core gpu 16core neural engine apple apple appleiphone iphone14 iphone14plus otcer otcerph otcertrading authorizedreseller authorizeddistributor authorizeddealer,False,True,False
8172,WeForNews2,2022-09-11 23:21:15+00:00,india sees robust preorder rush apple iphones 14 14 pro demand iphone14 appleiphone14,False,True,False
8173,WeForNews,2022-09-11 23:21:13+00:00,india sees robust preorder rush apple iphones 14 14 pro demand iphone14 appleiphone14,False,True,False
8175,jp_whitestone,2022-09-11 23:16:00+00:00,whitestone dome glass screen protector iphone 14 pro 61 amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
8176,whitestonedome,2022-09-11 23:14:01+00:00,whitestone dome glass screen protector iphone 14 plus amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
8177,SoLemnWrath,2022-09-11 23:11:26+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8178,HakimAtor_,2022-09-11 23:10:34+00:00,help iphone14,False,True,False
8179,mphan888,2022-09-11 23:08:29+00:00,rt gtgt gdrive ltlt gtgt ltlt iphone14 samsunggalaxy ipadair5 prod weather widgy widget…,True,True,False
8181,uncle_never,2022-09-11 23:00:42+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8182,SiL3ntRa1N,2022-09-11 22:59:05+00:00,rt gtgt gdrive ltlt gtgt ltlt iphone14 samsunggalaxy ipadair5 prod weather widgy widget…,True,True,False
8183,buddhabutterfly,2022-09-11 22:58:27+00:00,rt ios 16 available starting tomorrow september 12 10 pdt excited appleevent ios16 iphone14…,True,True,False
8184,Original_Godey,2022-09-11 22:54:13+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8185,metamorphmagusx,2022-09-11 22:48:17+00:00,looking satellite signal emergency iphone14 firstworldproblems,False,True,False
8186,appletechfacts,2022-09-11 22:47:07+00:00,iphone 14 event september 2022 via iphone14 applewatch airpodspro2,False,True,False
8189,iam_kabutey,2022-09-11 22:38:48+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8190,Joshxx_Official,2022-09-11 22:37:20+00:00,ios 161 beta 1 later week tuesdayfriday 🚨🚨appleevent iphone14 applewatch8 ios16,False,True,False
8191,moosetoastt,2022-09-11 22:29:25+00:00,girlies make purple personality time shine🤩 iphone14,False,True,False
8192,Solotimz,2022-09-11 22:28:34+00:00,sabinus survival car accident u dey post god death dey hungry u thank god life♥️ queenelizabeth sabinus twitterstorians iphone14,False,True,False
8193,marciojmsilva,2022-09-11 22:25:16+00:00,rt apple iphone iphone14 opinion intend buy new iphones buy new iphone 14 pro series thi…,True,True,False
8194,chassityxx,2022-09-11 22:24:36+00:00,’ difference iphone 14 plus iphone 14 promax appleevent iphone14 iphone,False,True,False
8195,TitoSeth32,2022-09-11 22:13:57+00:00,’ wait iphone14 drop purchase iphone 7 🫡,False,True,False
8196,whitestonedome,2022-09-11 22:13:02+00:00,whitestone dome glass screen protector iphone 14 pro max amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
8197,pedroepedro,2022-09-11 22:12:24+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8198,cottila,2022-09-11 22:11:47+00:00,rt made expanded followup first iphone iphone14 best way buy video check,True,True,False
8199,PickrAU,2022-09-11 22:09:01+00:00,iphone 14 shows lightning one year apple iphone iphone14 iphone15 lightning,False,True,False
8200,Aerodude73,2022-09-11 22:09:00+00:00,rt made expanded followup first iphone iphone14 best way buy video check,True,True,False
8201,Jaremy_P,2022-09-11 22:08:44+00:00,made expanded followup first iphone iphone14 best way buy video check,False,True,False
8202,CivilTechguru,2022-09-11 22:08:12+00:00,ios 16 available starting tomorrow september 12 10 pdt excited appleevent ios16 iphone14 iphone14promax,False,True,False
8203,alessi_adore,2022-09-11 22:07:40+00:00,hot take new iphone14 mistake theres good reason justify 100usd extra iphone 13 apple shouldve pushed displays 13 pro lineup instead discontinuing sales regular iphone 14 speak 🐶,False,True,False
8204,Jiem_mubs,2022-09-11 22:04:34+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8205,CivilTechguru,2022-09-11 22:04:20+00:00,big billion days flipkartbigbilliondays 1pm14 september iphone price revealing appleevent iphone14,False,True,False
8206,jorgexluis_,2022-09-11 21:58:21+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8207,daniextechltd,2022-09-11 21:56:12+00:00,dont cheated guys thats new order prices apple iphones iphone14,False,True,False
8208,nicky_h123,2022-09-11 21:55:00+00:00,rt want new iphone14 sign 36month contract without reading small print,True,True,False
8209,MonotoshSett,2022-09-11 21:53:47+00:00,rt never forget original dynamic island iphone14,True,True,False
8211,ApplePromo,2022-09-11 21:50:05+00:00,att offers 800 discount apple iphone14,False,True,False
8212,ahenfie_,2022-09-11 21:48:00+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8213,TonyUnEdited,2022-09-11 21:45:59+00:00,new iphone 14 pro brings realtors tua iphone14 realestateagent realestatemarketing,False,True,False
8215,kimmyoungsik,2022-09-11 21:42:37+00:00,rt save money protect iphone14 💊 iphone14 appleevent,True,True,False
8216,kimmyoungsik,2022-09-11 21:42:30+00:00,rt save money protect iphone14 💊 iphone14 appleevent,True,True,False
8217,vc120195,2022-09-11 21:42:19+00:00,going esim controversial removing headphone jack outrage ’ prominent probably ’ us iphone14 esim apple,False,True,False
8218,LJ8_Sports,2022-09-11 21:42:09+00:00,rt small sim giant leap 🚀 try fastest warp 5g best network us esim free esim iphone14 iphon…,True,True,False
8219,jamesjayvee1,2022-09-11 21:37:27+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8220,RomanaMarin1,2022-09-11 21:37:12+00:00,rt apples iphone14 aimed market iphone se targets heres compares thirdgener…,True,True,False
8221,aymforEXO,2022-09-11 21:32:08+00:00,rt giveaway 1020iphone14 72hours retweet must following,True,True,False
8222,FuerzasKristine,2022-09-11 21:31:41+00:00,’ nice upgrade iphone14 ’ nicer insured secured also brings peace mind invest future too☺️,False,True,False
8223,ChronicallyTG,2022-09-11 21:29:17+00:00,know want iphone14 girl 😂 know 😂 shhh ’ ok ’ ok ’ one name call claim 😂 day deserve 😘,False,True,False
8225,AMITBADHANA19,2022-09-11 21:19:25+00:00,rt 1 iphone14 pro max 1 tb 👉 1 ’ 599 1 ethereum 👉 1 ’ 599 life choice,True,True,False
8226,yasshh19,2022-09-11 21:19:00+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8227,venkatsingham4u,2022-09-11 21:16:08+00:00,rt heres apples apples comparison 🍎 putting money 😎 finance iphone14 ios ipone14promax…,True,True,False
8228,whitestonedome,2022-09-11 21:13:02+00:00,whitestone dome ez glass 3pack iphone 14 pro max screen protector amazon whitestone save money protect iphone14 💊 appleevent self dispersion technology,False,True,False
8229,edgeofblade,2022-09-11 21:07:05+00:00,’ person thinks “ dynamic island ” weakest techflex recent memory iphone14,False,True,False
8230,Mchaelmakinde95,2022-09-11 21:06:52+00:00,update get iphone14,False,True,False
8231,BrownSu97127041,2022-09-11 21:06:08+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8232,MurphySeth1,2022-09-11 20:59:55+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8233,mattsutt0n,2022-09-11 20:59:14+00:00,either coincidence twitter witchcraft iphone14,False,True,False
8234,hrblock_21,2022-09-11 20:57:55+00:00,rt small sim giant leap 🚀 try fastest warp 5g best network us esim free esim iphone14 iphon…,True,True,False
8235,EternityCY,2022-09-11 20:49:56+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad via,True,True,False
8236,marc_saltzman,2022-09-11 20:45:00+00:00,26 thinking buying new iphone14 applewatchseries8 airpodspro2 first techtalk radio show torontos 1 8 stations across canada interview take tune,False,True,False
8237,marc_saltzman,2022-09-11 20:45:00+00:00,36 speaking iphone14 also interview today allnew techtalk radioshow torontos across canada available via hear whats new leading cases company casetify tech talk,False,True,False
8238,takjar,2022-09-11 20:40:40+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8239,kwabran_,2022-09-11 20:33:32+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8241,TapHopSeattle,2022-09-11 20:31:33+00:00,heres trade iphone thestreet iphone14,False,True,False
8242,AfriyieKwame18,2022-09-11 20:30:19+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8243,Joshxx_Official,2022-09-11 20:26:36+00:00,apple event october coming soon 🚨🚨appleevent iphone14 applewatch8 ios16,False,True,False
8244,TechPhone06,2022-09-11 20:26:08+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
8246,TheConnorAlex,2022-09-11 20:20:59+00:00,swear iphone started acting slower already since announced iphone14,False,True,False
8248,skdevil17,2022-09-11 20:19:05+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
8249,MuntariHaruna3,2022-09-11 20:17:29+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8250,Madisatan,2022-09-11 20:13:57+00:00,u think iohone13mini vs iphone14,False,True,False
8251,whitestonedome,2022-09-11 20:12:03+00:00,whitestone dome ez glass 3pack iphone 14 screen protector amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
8252,jp_whitestone,2022-09-11 20:11:02+00:00,save money protect iphone14 💊 iphone14 appleevent,False,True,False
8253,Epicgamer_you,2022-09-11 20:10:58+00:00,rt idek people main snipers rouge company me😵‍💫 rougecompany callofduty iphone14 ps5,True,True,False
8254,Charliefr3sh,2022-09-11 20:10:08+00:00,us website vs south african version🤔🤨 something somethinging right iphone14 iphone14promax iphone apple ios16,False,True,False
8255,TechWizardCy,2022-09-11 20:09:10+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad via,True,True,False
8256,alex_madore,2022-09-11 20:07:28+00:00,upgrade iphone wait next year ’ model iphone14,False,True,False
8257,Chiddonz,2022-09-11 20:06:07+00:00,rt improving shopping experience remains priority ’ set week join growing family 🛒💙 iphone14…,True,True,False
8258,Reardon_43,2022-09-11 20:03:34+00:00,rt small sim giant leap 🚀 try fastest warp 5g best network us esim free esim iphone14 iphon…,True,True,False
8260,lewieb99test,2022-09-11 20:02:03+00:00,rt ❗️❗️❗️iphone 14 samsung✔️ available shop samsung iphone14 iphonecase phonecases ledpho…,True,True,False
8261,TheAbdulWajid,2022-09-11 20:02:03+00:00,spot difference apple iphone14,False,True,False
8262,heyybox,2022-09-11 20:00:55+00:00,❗️❗️❗️iphone 14 samsung✔️ available shop samsung iphone14 iphonecase phonecases ledphonecase art artwork grimes characterart conceptart painting musicart cyberpunk cyberpunkart colorful animedrawing animeart animefanart,False,True,False
8263,DariaUno,2022-09-11 19:58:41+00:00,rt dynamic island wallpapers gon na fun mean got ta start star trek right 🧵 iphone14 dynamicis…,True,True,False
8264,ChammaHala,2022-09-11 19:58:29+00:00,rt 1 iphone14 pro max 1 tb 👉 1 ’ 599 1 ethereum 👉 1 ’ 599 life choice,True,True,False
8265,JacheMoon,2022-09-11 19:57:58+00:00,homeland 14 productive functions right ios home screen widget link ios ios14 ios15 ios16 iphone iphone14 dynamicisland widgy,False,True,False
8266,BTouch21,2022-09-11 19:57:25+00:00,shocking floral design allows discover store browse unique products printed design iphone iphonecase luxurycar iphone14 iphone13promax iphone13pro iphone14promax appleeduchat appleevent2022 iphone14series,False,True,False
8267,BTouch21,2022-09-11 19:56:23+00:00,shocking floral design allows discover store browse unique products printed design iphone iphonecase luxurycar iphone14 iphone13promax iphone13pro iphone14promax appleeduchat appleevent iphone14series,False,True,False
8268,glaserincola,2022-09-11 19:55:28+00:00,rt sorry iphone14 disappointing 😵‍💫,True,True,False
8269,theceostore,2022-09-11 19:55:06+00:00,improving shopping experience remains priority ’ set week join growing family 🛒💙 iphone14 iphone14promax apple portharcourt,False,True,False
8270,KaiGo_studio,2022-09-11 19:52:30+00:00,rt dynamic island wallpapers gon na fun mean got ta start star trek right 🧵 iphone14 dynamicis…,True,True,False
8271,iXander_breeze,2022-09-11 19:51:57+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8272,FrankAcct,2022-09-11 19:50:28+00:00,rt turkey takes top spot expensive iphones world iphone14 minimum price 1700 bnetech smartphones te…,True,True,False
8273,bneintellinews,2022-09-11 19:50:18+00:00,turkey takes top spot expensive iphones world iphone14 minimum price 1700 bnetech smartphones technology taxes brazil emergingmarkets bne usdtry erdogan ecommerce inflation istanbul ankara telecoms,False,True,False
8274,melaninrockz,2022-09-11 19:46:56+00:00,bad usually new iphone announced suddenly drops 70 80 percent 😂 iphone14 appleevent iphone,False,True,False
8275,hafeezb12936203,2022-09-11 19:46:50+00:00,rt apple launch iphone 14 series 7th september iphone14,True,True,False
8276,kekes_bro,2022-09-11 19:45:36+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8277,DimiTak,2022-09-11 19:44:52+00:00,rt reasons prefer nonpro iphone14 vs iphone13 •emergency sos via satellite •better battery •better front facin…,True,True,False
8278,jzayas7,2022-09-11 19:44:04+00:00,september 10th one talking iphone 14 anymore thanks leaks lack improves fact still hands anyone iphone delivered wave videos come 45 days go back normal lets wait 15 iphone14,False,True,False
8279,9techeleven,2022-09-11 19:43:55+00:00,reasons prefer nonpro iphone14 vs iphone13 •emergency sos via satellite •better battery •better front facing camera auto focus improved rear camera photonic engine •1 gpu core •crash detection •4k cinematic mode •bluetooth 53 •67 ” version,False,True,False
8281,CryptoEscober,2022-09-11 19:38:11+00:00,rt would rather buy 1 eth iphone 14 eth ethmerge iphone14,True,True,False
8282,johmfart,2022-09-11 19:31:26+00:00,go check new video review new apple products iphone14 apple apple appleevent airpodspro2 applewatchultra,False,True,False
8283,zob879,2022-09-11 19:30:52+00:00,iphone iphone14 main selling point reskin widget interface,False,True,False
8284,L4rd7,2022-09-11 19:29:01+00:00,rt iota mobile wallet exited happen next iphone14 championsleague bitcoin,True,True,False
8285,HillNinja1313,2022-09-11 19:23:46+00:00,‘ new ’ iphone 14 literally iphone 13 renamed iphone 13 price iphone 12 apple store help here… 🤔 iphone14 appleevent,False,True,False
8286,myforexjourney,2022-09-11 19:23:40+00:00,🍎 apple iphone 14 biggest disappointment year forex trade news iphone14 trade apple us xm,False,True,False
8287,IanEcc01,2022-09-11 19:23:38+00:00,iphone 14 sim card next leap contactless technology iphone14,False,True,False
8288,Techgift007,2022-09-11 19:22:42+00:00,alluminium ultra thin foldable phone stand⏬ ▶️ iphone14promax iphone14,False,True,False
8290,estimyth,2022-09-11 19:18:21+00:00,ever thought buying aapl price drop release new iphone always good moment one possible scenarios content educational purposes im financial advisor apple iphone iphone14 iphone14series aapl,False,True,False
8291,andresblohm,2022-09-11 19:18:15+00:00,rt iphone14 sos messaging testament importance satellite connectivity phone imagine using s…,True,True,False
8292,uCloudify,2022-09-11 19:16:24+00:00,rt hey guys get new iphone14 ’ new innovation like price hike insanely good compare to…,True,True,False
8293,scoobysnapstory,2022-09-11 19:16:19+00:00,hey guys get new iphone14 ’ new innovation like price hike insanely good compare everything expensive ever ’ must go empty pocket 😂,False,True,False
8294,oliverfoggin,2022-09-11 19:15:39+00:00,rt dynamic island wallpapers gon na fun mean got ta start star trek right 🧵 iphone14 dynamicis…,True,True,False
8295,RashedurPiash,2022-09-11 19:14:38+00:00,iphone x iphone 14 pro 5 years 🫣 apple things 🤪😂 continue 5 years 🤔 iphone14 iphonex,False,True,False
8296,akzureikat,2022-09-11 19:14:13+00:00,’ mess success 🤣🤣👏🏻👏🏻 iphone14 iphone,False,True,False
8297,whitestonedome,2022-09-11 19:12:01+00:00,whitestone dome ez glass 3pack iphone 14 pro screen protector amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
8298,AppleRetweetBot,2022-09-11 19:08:14+00:00,rt rare footage iphone15promax coming fall 2023 apple appleevent2022 appleevent iphone14 iphone14promax appelwa…,True,True,False
8299,_hnk_w_ca,2022-09-11 19:07:32+00:00,rare footage iphone15promax coming fall 2023 apple appleevent2022 appleevent iphone14 iphone14promax appelwatch designtwitter,False,True,False
8300,Shaunjenks,2022-09-11 19:06:39+00:00,’ true say price increased significantly iphone 14 series year uk 14 pro max 256gb actually £10 expensive 11 pro max 3 year ago 13 pm 256gb £1149 last year context iphone14,False,True,False
8301,Nawazishkhan93,2022-09-11 19:05:39+00:00,sin commit bought iphone selling dogs kidney 😜😜 iphone14,False,True,False
8303,KKhenani,2022-09-11 19:04:33+00:00,heres surprising old photo saw wonderful nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
8304,chris_maffews,2022-09-11 19:02:47+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8305,ZMYaro,2022-09-11 19:01:53+00:00,rt never forget original dynamic island iphone14,True,True,False
8306,jp_whitestone,2022-09-11 19:00:10+00:00,save money protect iphone14 💊 iphone14 appleevent,False,True,False
8307,brycesstudio1,2022-09-11 18:59:58+00:00,wishlist iphone 14 writerslift writingcommunity blog iphone14 appleevent,False,True,False
8308,Rokibul60100130,2022-09-11 18:59:33+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8309,nikimirajj,2022-09-11 18:59:29+00:00,pay extra 200 dollars yt box 😭 apple iphone14,False,True,False
8310,fabricengoran1,2022-09-11 18:57:37+00:00,iphone iphone14 iphone14promax iphone14series anyone know 😩,False,True,False
8311,omghodekar3,2022-09-11 18:56:06+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
8312,Rokibul60100130,2022-09-11 18:52:21+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8314,arjunghosh,2022-09-11 18:50:32+00:00,rt apple unveiled latest installment iphone14 offers camera upgrades new features appleevent re…,True,True,False
8315,Naa_Yrams,2022-09-11 18:48:27+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
8316,Rokibul60100130,2022-09-11 18:44:45+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8317,iTheFelizer,2022-09-11 18:42:15+00:00,people would buy iphone14 two options,False,True,False
8318,_tavaresn,2022-09-11 18:41:10+00:00,rt iphone 14 new like effect iphone14 apple appleevent,True,True,False
8319,GulabSingh9891,2022-09-11 18:40:51+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
8320,yourzsince,2022-09-11 18:39:53+00:00,rt working days mondays saturdays 9am 630pm igoodsgh magsafe iphone14 tech ghana accra apple,True,True,False
8321,Rickruad,2022-09-11 18:38:32+00:00,im planing switch iphone 14 pro max im google pixel user teampixel since nexus 5x every pixel pixel 6 pro overheating android 12 13 issues lag overheating think new pixel 7 series sameproblems iphone14 appleevent2022,False,True,False
8323,ntfri,2022-09-11 18:34:37+00:00,aapl iphone14 news iphone next 🤖,False,True,False
8324,MdIliyasManiyar,2022-09-11 18:34:18+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
8325,XniX,2022-09-11 18:30:33+00:00,apple che fa le survey iphone14,False,True,False
8326,bqprime,2022-09-11 18:30:00+00:00,apple unveiled latest installment iphone14 offers camera upgrades new features appleevent read,False,True,False
8328,HarleyHouse76,2022-09-11 18:27:37+00:00,iphone14 like 🤣 samsung,False,True,False
8330,EckEsteves,2022-09-11 18:26:04+00:00,rt apple iphone iphone14 opinion intend buy new iphones buy new iphone 14 pro series thi…,True,True,False
8331,amejipikin,2022-09-11 18:25:45+00:00,rt like iphone 14 ’ fine 😒 iphone14,True,True,False
8332,iamnelsun,2022-09-11 18:19:53+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8333,MasterofIoT,2022-09-11 18:17:52+00:00,rt introducing new iphone 14 pro iphone 14 pro max preorder o2 friday 9 september iphone iphone14 apple sundaythoughts teamvirginmediao2,True,True,False
8334,CryptoEscober,2022-09-11 18:17:26+00:00,would rather buy 1 eth iphone 14 eth ethmerge iphone14,False,True,False
8335,Sneeha_,2022-09-11 18:16:57+00:00,surprising photo daughter found old phones gallery love much thanks making memory recall nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
8336,Mr_Monk007,2022-09-11 18:14:47+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
8337,jasonkneen,2022-09-11 18:13:58+00:00,rt dynamic island wallpapers gon na fun mean got ta start star trek right 🧵 iphone14 dynamicis…,True,True,False
8338,bendodson,2022-09-11 18:13:03+00:00,rt dynamic island wallpapers gon na fun mean got ta start star trek right 🧵 iphone14 dynamicis…,True,True,False
8339,0_0ND,2022-09-11 18:12:52+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
8340,Rokibul60100130,2022-09-11 18:12:36+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
8341,whitestonedome,2022-09-11 18:12:00+00:00,whitestone dome glass screen protector iphone 14 pro max amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
8343,KapilSi25461812,2022-09-11 18:10:38+00:00,rt iphone 12 13 14 iphone iphone14,True,True,False
